PLAYER_ID,PLAYER,DEFENDER_ID,DEFENDER,MADE,TOTAL,FEAR_SORE
203148,brian roberts,203894,"Napier, Shabazz",1.0,7.0,0.14285714285714285
2744,al jefferson,200811,"Amundson, Lou",1.0,6.0,0.16666666666666666
203469,cody zeller,201152,"Young, Thaddeus",0.0,6.0,0.0
202390,gary neal,203499,"Larkin, Shane",0.0,6.0,0.0
201945,gerald henderson,201584,"Lee, Courtney",1.0,7.0,0.14285714285714285
202689,kemba walker,201952,"Teague, Jeff",1.0,7.0,0.14285714285714285
203077,michael kidd-gilchrist,201567,"Love, Kevin",2.0,7.0,0.2857142857142857
202362,lance stephenson,1890,"Marion, Shawn",0.0,6.0,0.0
101107,marvin williams,202684,"Thompson, Tristan",1.0,7.0,0.14285714285714285
202330,gordon hayward,201949,"Johnson, James",1.0,8.0,0.125
202344,trevor booker,201150,"Hawes, Spencer",2.0,7.0,0.2857142857142857
202683,enes kanter,2501,"Evans, Reggie",0.0,6.0,0.0
202324,derrick favors,203110,"Green, Draymond",1.0,8.0,0.125
203957,dante exum,201144,"Conley, Mike",1.0,8.0,0.125
204060,jon ingles,201584,"Lee, Courtney",4.0,6.0,0.6666666666666666
203504,trey burke,203506,"Oladipo, Victor",0.0,6.0,0.0
203497,rudy gobert,201585,"Koufos, Kosta",3.0,7.0,0.42857142857142855
2430,carlos boozer,204028,"Black, Tarik",2.0,8.0,0.25
202391,jeremy lin,201939,"Curry, Stephen",0.0,6.0,0.0
977,kobe bryant,203460,"Roberson, Andre",2.0,14.0,0.14285714285714285
202334,ed davis,203458,"Len, Alex",1.0,6.0,0.16666666666666666
101179,ronnie price,202738,"Thomas, Isaiah",1.0,6.0,0.16666666666666666
201961,wayne ellington,204038,"Galloway, Langston",0.0,7.0,0.0
202325,wesley johnson,2747,"Smith, J.R.",0.0,6.0,0.0
201941,jordan hill,1495,"Duncan, Tim",1.0,12.0,0.08333333333333333
201156,nick young,202699,"Harris, Tobias",0.0,6.0,0.0
203135,robert sacre,101162,"Gortat, Marcin",1.0,8.0,0.125
203084,harrison barnes,201586,"Ibaka, Serge",0.0,6.0,0.0
201939,stephen curry,200770,"Farmar, Jordan",0.0,7.0,0.0
202691,klay thompson,201567,"Love, Kevin",0.0,6.0,0.0
201578,marreese speights,201600,"Asik, Omer",1.0,7.0,0.14285714285714285
2733,shaun livingston,203148,"Roberts, Brian",3.0,7.0,0.42857142857142855
101106,andrew bogut,203092,"Zeller, Tyler",0.0,6.0,0.0
2738,andre iguodala,202704,"Jackson, Reggie",2.0,6.0,0.3333333333333333
203110,draymond green,200761,"Williams, Shawne",1.0,8.0,0.125
201143,al horford,201573,"Bayless, Jerryd",1.0,7.0,0.14285714285714285
200757,thabo sefolosha,202330,"Hayward, Gordon",3.0,6.0,0.5
203471,dennis schroder,201573,"Bayless, Jerryd",0.0,10.0,0.0
200794,paul millsap,2216,"Randolph, Zach",1.0,7.0,0.14285714285714285
2594,kyle korver,200755,"Redick, JJ",2.0,9.0,0.2222222222222222
203544,pero antic,201572,"Lopez, Brook",0.0,6.0,0.0
203118,mike scott,201973,"Jerebko, Jonas",1.0,6.0,0.16666666666666666
201952,jeff teague,201959,"Gibson, Taj",1.0,6.0,0.16666666666666666
201960,demarre carroll,202699,"Harris, Tobias",1.0,10.0,0.1
101162,marcin gortat,201579,"Hibbert, Roy",2.0,7.0,0.2857142857142857
203490,otto porter,203457,"Noel, Nerlens",3.0,8.0,0.375
2743,kris humphries,202335,"Patterson, Patrick",2.0,7.0,0.2857142857142857
203078,bradley beal,101145,"Ellis, Monta",0.0,8.0,0.0
1889,andre miller,202704,"Jackson, Reggie",1.0,7.0,0.14285714285714285
202066,garrett temple,202390,"Neal, Gary",1.0,6.0,0.16666666666666666
202338,kevin seraphin,202684,"Thompson, Tristan",1.0,6.0,0.16666666666666666
1718,paul pierce,2406,"Butler, Caron",1.0,7.0,0.14285714285714285
2446,rasual butler,203095,"Fournier, Evan",2.0,7.0,0.2857142857142857
2403,nene hilario,203096,"Sullinger, Jared",1.0,6.0,0.16666666666666666
202322,john wall,202699,"Harris, Tobias",0.0,6.0,0.0
201600,omer asik,2200,"Gasol, Pau",2.0,9.0,0.2222222222222222
201950,jrue holiday,2581,"Blake, Steve",1.0,8.0,0.125
201583,ryan anderson,201589,"Arthur, Darrell",1.0,8.0,0.125
201936,tyreke evans,201975,"Meeks, Jodie",1.0,7.0,0.14285714285714285
202337,luke babbitt,202683,"Kanter, Enes",3.0,7.0,0.42857142857142855
203076,anthony davis,200777,"Freeland, Joel",1.0,8.0,0.125
201967,dante cunningham,201163,"Chandler, Wilson",3.0,8.0,0.375
201582,alexis ajinca,2570,"Perkins, Kendrick",4.0,9.0,0.4444444444444444
200768,kyle lowry,2557,"Ridnour, Luke",1.0,8.0,0.125
203082,terrence ross,203484,"Caldwell-Pope, Kentavious",2.0,13.0,0.15384615384615385
101161,amir johnson,203083,"Drummond, Andre",2.0,8.0,0.25
202349,greivis vasquez,101127,"Jack, Jarrett",1.0,7.0,0.14285714285714285
101150,lou williams,201573,"Bayless, Jerryd",1.0,8.0,0.125
201949,james johnson,203482,"Olynyk, Kelly",1.0,7.0,0.14285714285714285
202685,jonas valanciunas,201579,"Hibbert, Roy",2.0,11.0,0.18181818181818182
202335,patrick patterson,201973,"Jerebko, Jonas",1.0,7.0,0.14285714285714285
101145,mnta ellis,202083,"Matthews, Wesley",1.0,9.0,0.1111111111111111
2199,tyson chandler,201586,"Ibaka, Serge",3.0,8.0,0.375
200826,jose juan barea,203894,"Napier, Shabazz",1.0,7.0,0.14285714285714285
2734,devin harris,2590,"Williams, Mo",1.0,8.0,0.125
101111,charlie villanueva,201586,"Ibaka, Serge",0.0,6.0,0.0
202329,al farouq aminu,202702,"Faried, Kenneth",2.0,6.0,0.3333333333333333
202718,chandler parsons,202324,"Favors, Derrick",1.0,8.0,0.125
2210,richard jefferson,2207,"Johnson, Joe",2.0,6.0,0.3333333333333333
1717,dirk nowtizski,2743,"Humphries, Kris",0.0,6.0,0.0
202699,tobias harris,202688,"Knight, Brandon",0.0,7.0,0.0
203095,evan fournier,201945,"Henderson, Gerald",1.0,10.0,0.1
101112,channing frye,203561,"Davies, Brandon",1.0,6.0,0.16666666666666666
203506,victor oladipo,204038,"Galloway, Langston",0.0,7.0,0.0
203901,elfrid payton,2743,"Humphries, Kris",0.0,7.0,0.0
203124,kyle oquinn,101162,"Gortat, Marcin",3.0,6.0,0.5
202696,nikola vucevic,201583,"Anderson, Ryan",1.0,7.0,0.14285714285714285
2732,ben gordon,201596,"Chalmers, Mario",3.0,9.0,0.3333333333333333
203521,matthew dellavedova,201588,"Hill, George",5.0,12.0,0.4166666666666667
202681,kyrie irving,201578,"Speights, Marreese",0.0,6.0,0.0
1890,shawn marion,200768,"Lowry, Kyle",2.0,6.0,0.3333333333333333
2544,lebron james,204037,"Wear, Travis",0.0,8.0,0.0
202684,tristan thompson,2549,"Kaman, Chris",0.0,6.0,0.0
201567,kevin love,201149,"Noah, Joakim",0.0,6.0,0.0
2034,mike miller,203508,"Karasev, Sergey",5.0,6.0,0.8333333333333334
202730,lavoy allen,200811,"Amundson, Lou",2.0,6.0,0.3333333333333333
203142,chris copeland,2440,"Barnes, Matt",2.0,7.0,0.2857142857142857
2449,luis scola,202702,"Faried, Kenneth",1.0,6.0,0.16666666666666666
202388,donald sloan,201952,"Teague, Jeff",1.0,6.0,0.16666666666666666
204014,damjan rudez,2594,"Korver, Kyle",2.0,6.0,0.3333333333333333
201228,cj watson,101150,"Williams, Lou",1.0,8.0,0.125
101139,cj miles,203187,"Johnson, Chris",0.0,8.0,0.0
201155,rodney stuckey,202391,"Lin, Jeremy",1.0,6.0,0.16666666666666666
201579,roy hibbert,101162,"Gortat, Marcin",1.0,7.0,0.14285714285714285
2561,david west,203096,"Sullinger, Jared",1.0,6.0,0.16666666666666666
203524,solomon hill,2548,"Wade, Dwyane",1.0,8.0,0.125
