PLAYER_ID,PLAYER,DEFENDER_ID,DEFENDER,MADE,TOTAL,FEAR_SORE
202340,avery bradley,202330,"Hayward, Gordon",1.0,6.0,0.16666666666666666
201977,marcus thornton,203145,"Bazemore, Kent",1.0,6.0,0.16666666666666666
203092,tyler zeller,101162,"Gortat, Marcin",2.0,8.0,0.25
202323,evan turner,201579,"Hibbert, Roy",0.0,6.0,0.0
203096,jared sullinger,201601,"Mbah a Moute, Luc",1.0,9.0,0.1111111111111111
101138,brandon bass,203110,"Green, Draymond",1.0,6.0,0.16666666666666666
203935,marcus smart,1889,"Miller, Andre",2.0,7.0,0.2857142857142857
203482,kelly olynyk,202703,"Mirotic, Nikola",1.0,7.0,0.14285714285714285
201145,jeff green,101187,"Anderson, Alan",2.0,8.0,0.25
201158,marco belinelli,2772,"Ariza, Trevor",0.0,6.0,0.0
1938,manu ginobili,202083,"Matthews, Wesley",1.0,7.0,0.14285714285714285
202709,cory joseph,203487,"Carter-Williams, Michael",1.0,6.0,0.16666666666666666
202695,kawhi leonard,202694,"Morris, Marcus",1.0,7.0,0.14285714285714285
2588,matt bonner,2430,"Boozer, Carlos",1.0,6.0,0.16666666666666666
2564,boris diaw,2430,"Boozer, Carlos",1.0,9.0,0.1111111111111111
201980,danny green,203138,"Thompson, Hollis",1.0,8.0,0.125
203382,aron baynes,203497,"Gobert, Rudy",2.0,6.0,0.3333333333333333
2225,tony parker,202688,"Knight, Brandon",0.0,6.0,0.0
1495,tim duncan,202685,"Valanciunas, Jonas",1.0,9.0,0.1111111111111111
202087,alonzo gee,202682,"Williams, Derrick",4.0,7.0,0.5714285714285714
201163,wilson chandler,202323,"Turner, Evan",1.0,7.0,0.14285714285714285
101126,nate robinson,201166,"Brooks, Aaron",1.0,7.0,0.14285714285714285
201951,ty lawson,202349,"Vasquez, Greivis",1.0,8.0,0.125
202389,timofey mozgov,201577,"Lopez, Robin",1.0,8.0,0.125
201167,arron afflalo,977,"Bryant, Kobe",1.0,6.0,0.16666666666666666
203994,jusuf nurkic,2730,"Howard, Dwight",1.0,7.0,0.14285714285714285
201589,darrell arthur,2743,"Humphries, Kris",1.0,7.0,0.14285714285714285
201568,danilo gallinai,202694,"Morris, Marcus",1.0,6.0,0.16666666666666666
202702,kenneth faried,201600,"Asik, Omer",1.0,6.0,0.16666666666666666
201581,jj hickson,203497,"Gobert, Rudy",1.0,9.0,0.1111111111111111
200782,pj tucker,201171,"Landry, Carl",1.0,9.0,0.1111111111111111
201609,goran dragic,203463,"McLemore, Ben",1.0,10.0,0.1
101123,gerald green,2440,"Barnes, Matt",1.0,7.0,0.14285714285714285
202738,isaiah thomas,202690,"Fredette, Jimmer",0.0,7.0,0.0
202694,marcus morris,201933,"Griffin, Blake",0.0,6.0,0.0
202339,eric bledsoe,202696,"Vucevic, Nikola",1.0,6.0,0.16666666666666666
203458,alex len,201188,"Gasol, Marc",1.0,9.0,0.1111111111111111
202693,markieff morris,204028,"Black, Tarik",0.0,7.0,0.0
203496,robert covington,2594,"Korver, Kyle",0.0,7.0,0.0
203457,nerles noel,708,"Garnett, Kevin",1.0,8.0,0.125
203924,jerami grant,202335,"Patterson, Patrick",1.0,7.0,0.14285714285714285
203487,michael carter-williams,203957,"Exum, Dante",0.0,6.0,0.0
203909,kj mcdaniels,201147,"Brewer, Corey",2.0,7.0,0.2857142857142857
203138,hollis thompson,201975,"Meeks, Jodie",1.0,10.0,0.1
201601,luc mbah a moute,2561,"West, David",2.0,10.0,0.2
203156,henry sims,101161,"Johnson, Amir",2.0,9.0,0.2222222222222222
203089,john henson,202334,"Davis, Ed",4.0,9.0,0.4444444444444444
2585,zaza pachulia,203497,"Gobert, Rudy",1.0,8.0,0.125
201162,jared dudley,200794,"Millsap, Paul",3.0,9.0,0.3333333333333333
201564,oj mayo,201935,"Harden, James",1.0,6.0,0.16666666666666666
202688,brandon knight,200768,"Lowry, Kyle",0.0,6.0,0.0
203114,khris middleton,202702,"Faried, Kenneth",2.0,6.0,0.3333333333333333
203507,giannis antetokounmpo,201942,"DeRozan, DeMar",0.0,7.0,0.0
201573,jerryd bayless,2594,"Korver, Kyle",1.0,6.0,0.16666666666666666
2216,zach randolph,201148,"Wright, Brandan",2.0,8.0,0.25
1713,vince carter,203498,"Muhammad, Shabazz",1.0,6.0,0.16666666666666666
202720,jon leuer,202683,"Kanter, Enes",1.0,6.0,0.16666666666666666
201585,kosta koufos,203486,"Plumlee, Mason",2.0,8.0,0.25
2754,tony allen,2440,"Barnes, Matt",1.0,6.0,0.16666666666666666
201188,marc gasol,202328,"Monroe, Greg",2.0,9.0,0.2222222222222222
201584,courtney lee,1495,"Duncan, Tim",0.0,6.0,0.0
2757,beno urdih,202704,"Jackson, Reggie",3.0,8.0,0.375
201144,mike conley,202700,"Motiejunas, Donatas",1.0,8.0,0.125
201160,jason smith,202335,"Patterson, Patrick",1.0,6.0,0.16666666666666666
202332,cole aldrich,202338,"Seraphin, Kevin",2.0,7.0,0.2857142857142857
203112,quincy acy,203092,"Zeller, Tyler",2.0,6.0,0.3333333333333333
203499,shane larkin,201565,"Rose, Derrick",2.0,6.0,0.3333333333333333
2405,amare stoudemire,2403,Nene,1.0,6.0,0.16666666666666666
101181,jose calderon,203081,"Lillard, Damian",1.0,9.0,0.1111111111111111
2546,carmelo anthony,1890,"Marion, Shawn",1.0,8.0,0.125
203143,pablo prigioni,2037,"Crawford, Jamal",3.0,6.0,0.5
203501,time hardaway jr,203503,"Snell, Tony",0.0,6.0,0.0
202328,greg monroe,201601,"Mbah a Moute, Luc",1.0,8.0,0.125
203484,kentavious caldwell-pope,201167,"Afflalo, Arron",1.0,11.0,0.09090909090909091
201571,dj augustin,201954,"Collison, Darren",0.0,6.0,0.0
2406,caron butler,203507,"Antetokounmpo, Giannis",2.0,6.0,0.3333333333333333
203083,andre drummond,203500,"Adams, Steven",1.0,6.0,0.16666666666666666
201973,jonas jerebko,101112,"Frye, Channing",2.0,8.0,0.25
202713,kyle singler,101139,"Miles, CJ",0.0,8.0,0.0
201943,brandon jennings,202339,"Bledsoe, Eric",1.0,12.0,0.08333333333333333
203123,kostas papanikolaou,1717,"Nowitzki, Dirk",0.0,6.0,0.0
2772,trevor ariza,101108,"Paul, Chris",0.0,6.0,0.0
1891,jason terry,201939,"Curry, Stephen",1.0,6.0,0.16666666666666666
202700,donatas motiejunas,203110,"Green, Draymond",1.0,9.0,0.1111111111111111
201935,james harden,201188,"Gasol, Marc",0.0,6.0,0.0
201976,patrick beverley,201950,"Holiday, Jrue",0.0,8.0,0.0
2730,dwight howard,203497,"Gobert, Rudy",2.0,10.0,0.2
201596,mario chalmers,202691,"Thompson, Klay",0.0,6.0,0.0
200761,shawne williams,2400,"Gooden, Drew",0.0,8.0,0.0
2547,chris bosh,204028,"Black, Tarik",0.0,6.0,0.0
2365,chris andersen,203092,"Zeller, Tyler",3.0,6.0,0.5
2548,dwayne wade,201167,"Afflalo, Arron",0.0,6.0,0.0
203894,shabazz napier,203148,"Roberts, Brian",1.0,7.0,0.14285714285714285
203516,james ennis,203960,"Sampson, JaKarr",1.0,7.0,0.14285714285714285
202708,norris cole,201609,"Dragic, Goran",0.0,10.0,0.0
2736,luol deng,2546,"Anthony, Carmelo",1.0,12.0,0.08333333333333333
201574,jason thompson,2440,"Barnes, Matt",1.0,6.0,0.16666666666666666
203492,ray mccallum,200826,"Barea, Jose Juan",0.0,6.0,0.0
201171,carl landry,1717,"Nowitzki, Dirk",3.0,10.0,0.3
203463,ben mclemore,202685,"Valanciunas, Jonas",1.0,6.0,0.16666666666666666
201954,darren collison,201586,"Ibaka, Serge",1.0,7.0,0.14285714285714285
202326,demarcus cousins,201579,"Hibbert, Roy",2.0,14.0,0.14285714285714285
200752,rudy gay,203110,"Green, Draymond",1.0,9.0,0.1111111111111111
201956,omri casspi,201572,"Lopez, Brook",5.0,7.0,0.7142857142857143
201196,ramon sessions,201162,"Dudley, Jared",0.0,6.0,0.0
2555,nick collison,203482,"Olynyk, Kelly",1.0,6.0,0.16666666666666666
202704,reggie jackson,204038,"Galloway, Langston",1.0,10.0,0.1
2570,kendrick perkins,202324,"Favors, Derrick",3.0,6.0,0.5
201586,serge ibaka,202700,"Motiejunas, Donatas",1.0,9.0,0.1111111111111111
201627,anthony morrow,202694,"Morris, Marcus",1.0,6.0,0.16666666666666666
201566,russell westbrook,203458,"Len, Alex",1.0,11.0,0.09090909090909091
203460,andre roberson,202691,"Thompson, Klay",3.0,8.0,0.375
203087,jeremy lamb,200765,"Rondo, Rajon",0.0,7.0,0.0
203500,steve adams,101162,"Gortat, Marcin",2.0,6.0,0.3333333333333333
2037,jamal crawford,202695,"Leonard, Kawhi",1.0,7.0,0.14285714285714285
2440,matt barnes,202694,"Morris, Marcus",0.0,6.0,0.0
200755,jj redick,1891,"Terry, Jason",1.0,6.0,0.16666666666666666
101108,chris paul,201976,"Beverley, Patrick",0.0,6.0,0.0
201599,deandre jordan,202326,"Cousins, DeMarcus",1.0,8.0,0.125
201150,spencer hawes,708,"Garnett, Kevin",2.0,8.0,0.25
200770,jordan farmar,203897,"LaVine, Zach",3.0,6.0,0.5
201933,blake griffin,2588,"Bonner, Matt",1.0,6.0,0.16666666666666666
201175,glen davis,202366,"Jordan, Jerome",1.0,6.0,0.16666666666666666
2550,kirk hinrich,202323,"Turner, Evan",1.0,9.0,0.1111111111111111
2200,pau gasol,201599,"Jordan, DeAndre",2.0,9.0,0.2222222222222222
201959,taj gibson,202355,"Whiteside, Hassan",1.0,7.0,0.14285714285714285
201565,derrick rose,201573,"Bayless, Jerryd",0.0,7.0,0.0
202710,jimmy butler,201967,"Cunningham, Dante",0.0,6.0,0.0
202703,nikola mirotic,202338,"Seraphin, Kevin",2.0,7.0,0.2857142857142857
203503,tony snell,202325,"Johnson, Wesley",2.0,8.0,0.25
201166,aaron brooks,202322,"Wall, John",1.0,7.0,0.14285714285714285
201149,joakim noah,201599,"Jordan, DeAndre",1.0,6.0,0.16666666666666666
202083,wesley matthews,201155,"Stuckey, Rodney",1.0,6.0,0.16666666666666666
2581,steve blake,202391,"Lin, Jeremy",1.0,6.0,0.16666666666666666
200746,lamarcus aldridge,101162,"Gortat, Marcin",0.0,6.0,0.0
201587,nicolas batum,203952,"Wiggins, Andrew",1.0,7.0,0.14285714285714285
203081,damian lillard,201952,"Teague, Jeff",1.0,10.0,0.1
2549,chris kaman,201188,"Gasol, Marc",2.0,11.0,0.18181818181818182
203952,andrew wiggins,2736,"Deng, Luol",0.0,9.0,0.0
203476,gorgui dieng,2199,"Chandler, Tyson",2.0,7.0,0.2857142857142857
2590,mo williams,200765,"Rondo, Rajon",2.0,9.0,0.2222222222222222
203461,anthony bennett,201578,"Speights, Marreese",1.0,6.0,0.16666666666666666
203897,zach lavine,201939,"Curry, Stephen",1.0,9.0,0.1111111111111111
203498,shabazz muhammad,201587,"Batum, Nicolas",2.0,10.0,0.2
201152,thaddeus young,203457,"Noel, Nerlens",1.0,7.0,0.14285714285714285
201978,chase budinger,201948,"Daye, Austin",3.0,7.0,0.42857142857142855
201572,brook lopez,1495,"Duncan, Tim",2.0,13.0,0.15384615384615385
203141,mirza teletovic,201149,"Noah, Joakim",0.0,7.0,0.0
203486,mason plumlee,101106,"Bogut, Andrew",0.0,7.0,0.0
708,kevin garnett,200794,"Millsap, Paul",1.0,6.0,0.16666666666666666
101187,alan anderson,203490,"Porter, Otto",1.0,6.0,0.16666666666666666
101114,deron williams,201565,"Rose, Derrick",2.0,16.0,0.125
2207,joe johnson,1718,"Pierce, Paul",2.0,14.0,0.14285714285714285
202366,jerome jordan,2200,"Gasol, Pau",3.0,7.0,0.42857142857142855
202711,bojan bogdanovic,201564,"Mayo, O.J.",1.0,6.0,0.16666666666666666
101127,jarrett jack,201976,"Beverley, Patrick",1.0,7.0,0.14285714285714285
